Date,Radial Distance from Sun(AU),Electronic Box Temperature(DegC),Out Board Sensor Temperature(DegC),In Board Sensor Temperature(DegC),Search Coil Magnetometers Temperature(DegC),Solar Array Angle(Deg),High Gain Antenna azimuth(Deg),High Gain Antenna Elevation(Deg),IBS_R,IBS_T,IBS_N,IBS_time,OBS_R,OBS_T,OBS_N
2022-02-25,0.24292119265568,5.70170429375177,-86.1364204311666,-72.6782794759729,-114.890147035348,59.9091008621347,30.6827462167308,-82.7095490058904,,,,,,,
2022-02-26,0.229562221248296,6.06126588616751,-86.1755322983759,-72.9064756913018,-114.539639107755,59.9091008621347,27.9849202831693,-82.8185625643306,,,,,,,
2022-02-27,0.216531206361338,6.15459889526266,-86.0679746635502,-73.0332513664845,-114.180526952246,59.9091008621347,25.1732656894995,-82.9354339223735,,,,,,,
2022-02-28,0.203845534384619,6.46213881047783,-86.322201800411,-73.5149989321789,-113.790047484841,59.9091008621347,23.1813843005703,-83.0216079343993,,,,,,,
2022-03-01,0.191522249868174,6.54170137560813,-86.4639823190448,-73.8851839037125,-113.41075895944,59.9091008621347,20.6066843025153,-83.1092306733233,0.0383099755131113,0.1540438378215803,0.024082307415228,389.0,0.0079513533953263,0.3392712572714243,-0.0096167861081839
2022-03-02,0.179577957312239,7.11393982481446,-85.9946399125328,-73.712768985464,-113.010292052795,59.9091008621347,17.4232479749929,-83.4179225590289,-0.032621510573163,0.0918943475305575,0.0748487247679756,389.0,-0.0199867417369946,0.2836034566075083,0.0515164228696396
2022-03-03,0.168028790342364,7.04508760499017,-85.9848619457304,-73.0028252044407,-113.37166417956,59.9091008621347,17.2248331706103,-83.4236388829342,-0.0140713637741916,0.0360979989644882,-0.1327033851706667,389.0,0.0087897407365255,0.2161386841087358,-0.0509626730496097
2022-03-04,0.156890298736204,6.78803931764615,-86.0581966967479,-71.0504798066266,-113.769517143547,69.9818242923629,9.68498906491619,-83.5195418035886,0.0751477385916637,0.0590602732773592,-0.3326905747085298,389.0,0.0315723739548576,0.2271995469940514,-0.2248363149259048
2022-03-05,0.146177367013182,6.75284818306929,-86.0728636469514,-71.0301956985974,-113.50742038065,69.9818242923629,6.62488466655461,-83.7163687402198,0.1375647139420707,0.1726111037250503,-0.3539591127445612,389.0,0.0887921966534441,0.3401424165664186,-0.2218797846341633
2022-03-06,0.135904119069802,6.53864127694927,-86.0777526303526,-71.1519003467729,-113.117006261811,69.9818242923629,3.32264760223136,-83.8302703564139,0.0332583101883726,0.1360550985185112,-0.1461550752486685,389.0,0.0244800892332632,0.3195646320769745,-0.0684672238791658
